,name,title,base_salary,submit_date,start_date,status,city,state,small_company
12361,Fedex Corporate Services,Data Analyst,74048,2020-05-01,2020-10-01,Certified,Memphis,Tennessee,False
12362,Tekskills,Data Analyst,74048,2019-01-23,2019-01-23,Certified,Redmond,Washington,False
12363,Tekskills,Data Analyst,74048,2019-01-23,2019-01-23,Certified,Redmond,Washington,False
12364,Nordstrom,Data Analyst,74048,2019-02-28,2019-08-02,Certified,Seattle,Washington,False
12365,Fiveby Solutions,Data Analyst,74048,2019-03-06,2019-09-01,Certified,Seattle,Washington,True
12366,Nordstrom,Data Analyst,74048,2019-02-27,2019-08-02,Certified,Seattle,Washington,False
12367,Nordstrom,Data Analyst,74048,2019-02-27,2019-08-02,Certified,Seattle,Washington,False
12368,Nordstrom,Data Analyst,74048,2019-02-28,2019-08-02,Certified,Seattle,Washington,False
12369,Suntek Systems,Data Analyst,74100,2018-03-18,2018-09-13,Certified,Des Moines,Iowa,True
12370,Uber Technologies,Data Analyst,74131,2018-03-16,2018-06-01,Certified,San Francisco,California,False
12371,Skygen Usa,Data Analyst,74159,2019-05-17,2019-08-16,Certified,San Antonio,Texas,True
12372,Hearst Business Media Corporation,Data Analyst,74173,2018-06-07,2018-10-18,Certified,Lawrenceville,Georgia,True
12373,Fluent,Data Analyst,74200,2020-03-22,2020-08-15,Certified,New York,New York,True
12374,Cignus Solutions,Data Analyst,74200,2018-03-13,2018-09-11,Certified,Voorhees,New Jersey,True
12375,Cignus Solutions,Data Analyst,74200,2018-03-13,2018-09-11,Certified,Voorhees,New Jersey,True
12376,Compunnel Software Group,Data Analyst,74250,2020-09-16,2020-10-01,Certified,Philadelphia,Pennsylvania,False
12377,Itlize Global,Data Analyst,74256,2019-03-08,2019-08-20,Certified,Philadelphia,Pennsylvania,False
12378,Itlize Global,Data Analyst,74256,2019-03-08,2019-08-20,Certified,Philadelphia,Pennsylvania,False
12379,Itlize Global,Data Analyst,74256,2019-03-14,2019-08-20,Certified,Philadelphia,Pennsylvania,False
12380,Itlize Global,Data Analyst,74256,2019-03-14,2019-08-20,Certified,Philadelphia,Pennsylvania,False
12381,Bentley Systems orporated,Data Analyst,74260,2019-03-07,2019-09-06,Certified,Philadelphia,Pennsylvania,False
12382,Bentley Systems orporated,Data Analyst,74260,2019-03-08,2019-09-07,Certified,Philadelphia,Pennsylvania,False
12383,Moxie Systems,Data Analyst,74277,2020-09-09,2020-10-01,Certified,Woonsocket,Rhode Island,True
12384,Moxie Systems,Data Analyst,74277,2020-09-21,2020-09-30,Certified,Woonsocket,Rhode Island,True
12385,The Big Willow,Data Analyst,74300,2019-03-22,2019-09-21,Certified,Wilton,Connecticut,True
12386,West Advanced Technologies,Data Analyst,74318,2019-03-26,2019-09-01,Certified,Sacramento,California,True
12387,Intel Corporation,Data Analyst,74318,2018-10-31,2018-11-02,Certified,Folsom,California,False
12388,Ventois,Data Analyst,74339,2018-03-07,2018-09-06,Certified,Lombard,Illinois,False
12389,Ventois,Data Analyst,74339,2018-03-07,2018-09-06,Certified,Lombard,Illinois,False
12390,Avco Consulting,Data Analyst,74381,2019-10-11,2019-10-11,Certified,Agoura Hills,California,False
12391,Npv Staffing,Data Analyst,74381,2018-03-22,2018-03-23,Certified,Farmington Hills,Michigan,True
12392,Cylon Technologies,Data Analyst,74381,2018-03-22,2018-03-23,Certified,Farmington Hills,Michigan,True
12393,Infinity Tech Group,Data Analyst,74443,2019-03-08,2019-09-07,Certified,Hackensack,New Jersey,False
12394,Adroit Associates,Data Analyst,74443,2019-03-15,2019-08-20,Certified,Jersey City,New Jersey,False
12395,Keane Soft,Data Analyst,74443,2019-03-15,2019-09-10,Certified,New York,New York,False
12396,Ebyte Technologies,Data Analyst,74443,2019-03-21,2019-09-10,Certified,Long Island City,New York,True
12397,Intellyk,Data Analyst,74443,2018-11-26,2019-01-01,Certified,Dearborn,Michigan,False
12398,Rocket Travel,Data Analyst,74443,2019-02-26,2019-08-21,Certified,New York,New York,True
12399,Minesio,Data Analyst,74443,2019-03-19,2019-09-14,Certified,East Elmhurst,New York,True
12400,Keane Soft,Data Analyst,74450,2019-03-13,2019-08-20,Certified,Piscataway,New Jersey,False
12401,Cummins,Data Analyst,74485,2019-03-04,2019-08-28,Certified,Indianapolis,Indiana,True
12402,Cssi,Data Analyst,74500,2020-06-04,2020-10-01,Certified,Germantown,Maryland,True
12403,Bloomberg Lp,Data Analyst,74500,2019-03-11,2019-08-15,Certified,New York,New York,False
12404,Inovalon,Data Analyst,74500,2018-08-13,2018-08-13,Certified,Bowie,Maryland,False
12405,Saansol,Data Analyst,74500,2018-06-25,2018-07-02,Certified,Chicago,Illinois,False
12406,Saansol,Data Analyst,74500,2018-06-25,2018-07-02,Certified,Lisle,Illinois,False
12407,Neo Prism Solutions,Data Analyst,74500,2018-03-17,2018-09-16,Certified,Montgomery,Illinois,False
12408,The Fidelis Group,Data Analyst,74500,2018-07-02,2018-09-05,Certified,Little Ferry,New Jersey,True
12409,Infotree Service,Data Analyst,74568,2018-03-01,2018-08-27,Certified,East Moline,Illinois,False
12410,Glodon (Usa) Software Technology Company,Data Analyst,74600,2019-03-13,2019-09-12,Certified,Sunnyvale,California,True
12411,Advise Technologies,Data Analyst,74672,2018-03-06,2018-09-05,Certified,New York,New York,True
12412,Infotree Global Solutions Corp,Data Analyst,74734,2020-04-27,2020-10-01,Certified,East Moline,Illinois,True
12413,Joblogic-X Corporation,Data Analyst,74734,2019-03-19,2019-09-01,Certified,Plano,Texas,True
12414,S9 Technologies,Data Analyst,74734,2018-03-20,2018-09-06,Certified,Cumming,Georgia,False
12415,Vastika,Data Analyst,74776,2019-03-21,2019-09-20,Certified,Lexington,Massachusetts,False
12416,Neo Prism Solutions,Data Analyst,74776,2018-04-28,2018-04-28,Certified,Plano,Texas,False
12417,Sritek,Data Analyst,74776,2018-03-13,2018-09-11,Certified,Mckinney,Texas,True
12418,First Tek Dos,Data Analyst,74797,2020-01-15,2020-02-03,Certified,Wayne,Pennsylvania,False
12419,Egan-Jones Ratings Company,Data Analyst,74797,2020-01-31,2020-02-15,Certified,Haverford,Pennsylvania,True
12420,Egan-Jones Ratings Company,Data Analyst,74797,2019-03-20,2019-09-19,Certified,New York,New York,True
12421,Bentley Systems orporated,Data Analyst,74800,2018-03-05,2018-09-04,Certified,Philadelphia,Pennsylvania,False
12422,Bentley Systems orporated,Data Analyst,74800,2018-03-05,2018-09-04,Certified,Philadelphia,Pennsylvania,False
12423,First Tek Dos,Data Analyst,74859,2020-08-11,2020-08-31,Certified,Wayne,Pennsylvania,False
12424,Skupos,Data Analyst,74880,2018-02-26,2018-08-20,Certified,San Francisco,California,True
12425,Skupos,Data Analyst,74880,2018-02-26,2018-08-20,Certified,San Francisco,California,True
12426,Bluevine Capital,Data Analyst,74880,2018-03-07,2018-09-06,Certified,Redwood City,California,True
12427,Nordic Consulting Partners,Data Analyst,74901,2019-03-14,2019-09-10,Certified,Madison,Wisconsin,True
12428,Scioinspire Corporation,Data Analyst,74963,2019-07-18,2019-07-25,Certified,Pittsburgh,Pennsylvania,False
12429,Epam Systems,Data Analyst,74984,2020-05-12,2020-10-01,Certified,Mountain View,California,False
12430,Apptentive,Data Analyst,74984,2020-03-04,2020-08-12,Certified,Seattle,Washington,True
12431,F5 Networks,Data Analyst,74984,2020-03-19,2020-09-09,Certified,Seattle,Washington,False
12432,American It Solutions,Data Analyst,74984,2020-04-08,2020-10-01,Certified,Detroit,Michigan,True
12433,Tekskills,Data Analyst,74984,2019-07-11,2019-07-15,Certified,Bellevue,Washington,False
12434,Inovalon,Data Analyst,75000,2019-12-10,2020-03-07,Certified,Bowie,Maryland,False
12435,Endurance International Group,Data Analyst,75000,2020-02-04,2020-07-31,Certified,Burlington,Massachusetts,True
12436,Cbre,Data Analyst,75000,2020-02-05,2020-07-24,Certified,Winston Salem,North Carolina,False
12437,Admarketplace,Data Analyst,75000,2020-02-14,2020-08-15,Certified,New York City,New York,False
12438,Compass Group Usa,Data Analyst,75000,2020-02-20,2020-08-14,Certified,Lexington,Kentucky,True
12439,Gain Theory,Data Analyst,75000,2020-02-25,2020-08-20,Certified,New York,New York,True
12440,Tradeweb Markets,Data Analyst,75000,2020-02-25,2020-08-21,Certified,Jersey City,New Jersey,True
12441,Whereoware,Data Analyst,75000,2020-02-26,2020-08-26,Certified,Chantilly,Virginia,True
12442,Popout,Data Analyst,75000,2020-03-09,2020-09-02,Certified,San Francisco,California,True
12443,Hi Q,Data Analyst,75000,2020-03-25,2020-09-01,Certified,Mountain View,California,True
12444,Alpha Net Consulting,Data Analyst,75000,2020-03-25,2020-03-25,Certified,Sunnyvale,California,False
12445,Costar Realty Information,Data Analyst,75000,2020-03-26,2020-08-01,Certified,Atlanta,Georgia,True
12446,Alpha Net Consulting,Data Analyst,75000,2020-04-03,2020-04-03,Certified,Sunnyvale,California,False
12447,Xunjing Technology,Data Analyst,75000,2020-04-13,2020-10-01,Certified,Santa Clara,California,True
12448,Bcw,Data Analyst,75000,2020-04-14,2020-04-25,Certified,New York,New York,True
12449,Orange Business Services Us,Data Analyst,75000,2020-04-20,2020-05-01,Certified,Iselin,New Jersey,True
12450,Imr Soft,Data Analyst,75000,2020-05-04,2020-10-01,Certified,Redmond,Washington,True
12451,Urgently,Data Analyst,75000,2020-05-05,2020-10-01,Certified,Vienna,Virginia,True
12452,Assurecare,Data Analyst,75000,2020-05-06,2020-05-20,Certified,Cincinnati,Ohio,True
12453,Lands' End,Data Analyst,75000,2020-05-12,2020-10-01,Certified,Dodgeville,Wisconsin,False
12454,Daasity,Data Analyst,75000,2020-05-12,2020-08-03,Certified,La Jolla,California,True
12455,Upstart Network,Data Analyst,75000,2020-05-15,2020-10-01,Certified,San Mateo,California,True
12456,Connectchain,Data Analyst,75000,2020-05-19,2020-10-01,Certified,Arlington,Virginia,True
12457,Emr Management Services,Data Analyst,75000,2020-05-20,2020-10-01,Certified,Camden,New Jersey,True
12458,Veracity Software,Data Analyst,75000,2020-05-26,2020-10-01,Certified,Bellevue,Washington,True
12459,Digital Mobile Innovations,Data Analyst,75000,2020-05-29,2020-10-01,Certified,Cincinnati,Ohio,True
12460,Digital Mobile Innovations,Data Analyst,75000,2020-05-29,2020-10-01,Certified,Cincinnati,Ohio,True
12461,Senturion Forecasting,Data Analyst,75000,2020-06-05,2020-10-01,Certified,Arcadia,California,True
12462,Tech Rabbit,Data Analyst,75000,2020-06-09,2020-10-01,Certified,Palo Alto,California,False
12463,Praedicat,Data Analyst,75000,2020-06-11,2020-06-22,Certified,Los Angeles,California,True
12464,Foot Locker Corporate Services,Data Analyst,75000,2020-07-21,2020-08-03,Certified,St Petersburg,Florida,True
12465,Global Touchpoints  Duns 13-8058305,Data Analyst,75000,2020-09-02,2020-10-01,Certified,West Sacramento,California,True
12466,Autodesk,Data Analyst,75000,2020-09-02,2021-01-01,Certified,Boston,Massachusetts,False
12467,Eplus Technology,Data Analyst,75000,2020-09-09,2020-10-01,Certified,Herndon,Virginia,True
12468,Foot Locker Retail,Data Analyst,75000,2019-03-07,2019-08-29,Certified,Bradenton,Florida,True
12469,3S Business Corporation,Data Analyst,75000,2019-03-20,2019-09-10,Certified,Tampa,Florida,True
12470,Suntek Systems,Data Analyst,75000,2019-03-08,2019-09-06,Certified,Des Moines,Iowa,True
12471,Ai Media Group,Data Analyst,75000,2018-11-20,2018-12-03,Certified,New York,New York,True
12472,Lancesoft,Data Analyst,75000,2019-07-12,2019-07-22,Certified,New York,New York,False
12473,Americash Loans,Data Analyst,75000,2019-03-01,2019-08-31,Certified,Des Plaines,Illinois,True
12474,Americash Loans,Data Analyst,75000,2019-03-01,2019-08-31,Certified,Des Plaines,Illinois,True
12475,Computer Aid,Data Analyst,75000,2019-06-05,2019-07-01,Certified,Harrisburg,Pennsylvania,True
12476,Comprehensive Resources,Data Analyst,75000,2019-01-29,2019-02-06,Certified,New York,New York,False
12477,Symbioun Technologies,Data Analyst,75000,2019-02-15,2019-08-17,Certified,New York,New York,False
12478,Symbioun Technologies,Data Analyst,75000,2019-02-28,2019-08-17,Certified,New York,New York,False
12479,Symbioun Technologies,Data Analyst,75000,2019-03-12,2019-08-20,Certified,New York,New York,False
12480,Superlogix,Data Analyst,75000,2019-06-28,2019-07-01,Certified,New York,New York,False
12481,Minted,Data Analyst,75000,2019-02-20,2019-08-01,Certified,San Francisco,California,True
12482,Minted,Data Analyst,75000,2019-02-20,2019-08-01,Certified,San Francisco,California,True
12483,Inovalon,Data Analyst,75000,2019-02-28,2019-08-27,Certified,Bowie,Maryland,False
12484,Cbre,Data Analyst,75000,2019-03-21,2019-09-19,Certified,Winston Salem,North Carolina,False
12485,Elite Patient Care Pllc,Data Analyst,75000,2019-02-19,2019-08-15,Certified,Austin,Texas,True
12486,Polen Capital Management,Data Analyst,75000,2019-03-14,2019-09-13,Certified,Boca Raton,Florida,True
12487,Compunnel Software Group,Data Analyst,75000,2019-03-05,2019-08-15,Certified,Philadelphia,Pennsylvania,False
12488,Xunjing Technology,Data Analyst,75000,2019-03-11,2019-09-10,Certified,Santa Clara,California,True
12489,Brain Resource,Data Analyst,75000,2019-03-23,2019-09-22,Certified,San Francisco,California,True
12490,Dv01,Data Analyst,75000,2019-03-07,2019-09-02,Certified,New York,New York,True
12491,Filestack,Data Analyst,75000,2019-02-20,2019-08-21,Certified,San Antonio,Texas,True
12492,Experian Marketing Solutions,Data Analyst,75000,2019-03-15,2019-09-13,Certified,Boston,Massachusetts,True
12493,National Grid Usa Service Company,Data Analyst,75000,2019-03-05,2019-08-19,Certified,Waltham,Massachusetts,True
12494,Privco Media,Data Analyst,75000,2019-03-08,2019-09-07,Certified,Seattle,Washington,True
12495,Vistracks,Data Analyst,75000,2019-03-08,2019-09-05,Certified,Lisle,Illinois,True
12496,Otter Media,Data Analyst,75000,2019-03-06,2019-09-05,Certified,Playa Vista,California,True
12497,Emetric,Data Analyst,75000,2019-07-06,2019-09-02,Certified,San Antonio,Texas,True
12498,Everlane,Data Analyst,75000,2019-02-19,2019-08-01,Certified,San Francisco,California,True
12499,Wailian Technology,Data Analyst,75000,2019-03-13,2019-09-11,Certified,San Francisco,California,True
12500,Honor Technology,Data Analyst,75000,2019-03-22,2019-04-22,Certified,San Francisco,California,True
12501,Listen First Media,Data Analyst,75000,2019-03-07,2019-08-30,Certified,New York,New York,True
12502,People Ai,Data Analyst,75000,2019-03-11,2019-09-10,Certified,San Francisco,California,True
12503,Citadel Americas,Data Analyst,75000,2019-04-26,2019-10-01,Certified,Chicago,Illinois,False
12504,Lancesoft,Data Analyst,75000,2019-05-31,2019-06-05,Certified,New York,New York,False
12505,Shimento,Data Analyst,75000,2019-03-21,2019-08-21,Certified,Charlotte,North Carolina,False
12506,Covanta Projects,Data Analyst,75000,2019-03-20,2019-09-16,Certified,Morristown,New Jersey,True
12507,Ziff Davis,Data Analyst,75000,2019-02-26,2019-08-21,Certified,New York,New York,True
12508,Connexions Data,Data Analyst,75000,2019-03-14,2019-09-10,Certified,Paramus,New Jersey,True
12509,Match Group,Data Analyst,75000,2019-03-19,2019-09-17,Certified,Dallas,Texas,True
12510,Vsquare Infotech,Data Analyst,75000,2018-10-11,2018-10-19,Certified,Bellevue,Washington,False
12511,Comprehensive Resources,Data Analyst,75000,2018-10-30,2018-11-07,Certified,San Antonio,Texas,False
12512,Z5 Inventory,Data Analyst,75000,2018-03-09,2018-09-07,Certified,Austin,Texas,True
12513,Acnovate Corporation,Data Analyst,75000,2018-03-21,2018-09-15,Certified,Folsom,California,True
12514,Grubhub Holdings,Data Analyst,75000,2018-03-20,2018-09-15,Certified,New York,New York,False
12515,Omni Sourcing,Data Analyst,75000,2018-03-09,2018-09-08,Certified,Richardson,Texas,False
12516,Tradeweb Markets,Data Analyst,75000,2018-03-16,2018-09-15,Certified,Jersey City,New Jersey,True
12517,Quality Matrix,Data Analyst,75000,2018-06-21,2018-06-21,Certified,Cumming,Georgia,True
12518,Viasat,Data Analyst,75000,2018-03-08,2018-09-01,Certified,Englewood,Colorado,True
12519,Care It Services,Data Analyst,75000,2018-03-12,2018-09-01,Certified,Henrico,Virginia,True
12520,Ybrant Technologies,Data Analyst,75000,2018-03-26,2018-09-11,Certified,Elmhurst,Illinois,True
12521,Techno Rocket Systems,Data Analyst,75000,2018-03-15,2018-09-14,Certified,Plano,Texas,True
12522,Bloomsky,Data Analyst,75000,2018-03-13,2018-09-01,Certified,Burlingame,California,True
12523,Bloomberg Lp,Data Analyst,75000,2018-02-15,2018-08-01,Certified,New York,New York,False
12524,Neo Prism Solutions,Data Analyst,75000,2018-03-16,2018-09-15,Certified,Sunnyvale,California,False
12525,Omni Sourcing,Data Analyst,75000,2018-03-09,2018-09-08,Certified,Richardson,Texas,False
12526,Printfly Corporation,Data Analyst,75000,2018-03-28,2018-09-01,Certified,Philadelphia,Pennsylvania,True
12527,Some Spider,Data Analyst,75000,2018-03-20,2018-09-15,Certified,New York,New York,True
12528,Tipalti,Data Analyst,75000,2018-02-12,2018-08-11,Certified,San Mateo,California,True
12529,Scioinspire Corporation,Data Analyst,75000,2018-03-12,2018-09-10,Certified,West Hartford,Connecticut,False
12530,Learningmate Solutions,Data Analyst,75000,2018-03-19,2018-09-13,Certified,Phoenix,Arizona,True
12531,Ziff Davis,Data Analyst,75000,2018-03-09,2018-09-05,Certified,New York,New York,True
12532,Genius Minds,Data Analyst,75000,2018-02-13,2018-08-14,Certified,Eden Prairie,Minnesota,False
12533,Groupon,Data Analyst,75000,2018-02-27,2018-08-28,Certified,Chicago,Illinois,False
12534,Ybrant Technologies,Data Analyst,75000,2018-03-26,2018-09-11,Certified,Elmhurst,Illinois,True
12535,Intellyk,Data Analyst,75000,2018-08-30,2018-10-29,Certified,New York,New York,False
12536,Steeringz,Data Analyst,75000,2018-07-24,2018-07-30,Certified,Mountain View,California,True
12537,Metastar,Data Analyst,75000,2018-03-15,2018-09-10,Certified,Madison,Wisconsin,True
12538,Ale Usa,Data Analyst,75000,2018-03-29,2018-09-27,Certified,Calabasas,California,True
12539,Sourceinfotech,Data Analyst,75000,2018-07-31,2018-08-05,Certified,Bethpage,New York,False
12540,Care It Services,Data Analyst,75000,2018-03-12,2018-09-01,Certified,Columbus,Ohio,True
12541,Family Health Care And Cardiac Center,Data Analyst,75000,2018-03-10,2018-09-09,Certified,Brooklyn,New York,True
12542,Genius Minds,Data Analyst,75000,2018-03-16,2018-08-14,Certified,Richmond,Virginia,False
12543,Cyber Infotech,Data Analyst,75000,2018-01-02,2018-01-10,Certified,Colleyvillie,Texas,True
12544,Sagatianz,Data Analyst,75000,2018-03-20,2018-09-03,Certified,Dallas,Texas,False
12545,Comscore,Data Analyst,75000,2018-08-20,2018-08-27,Certified,Reston,Virginia,False
12546,Meson Capital Partners,Data Analyst,75000,2018-03-06,2018-09-01,Certified,Sausalito,California,True
12547,Quotient Technology,Data Analyst,75000,2018-06-13,2018-06-26,Certified,Cincinnati,Ohio,False
12548,Pemsoft Solutions Corporation,Data Analyst,75000,2018-03-15,2018-09-14,Certified,Houston,Texas,True
12549,Xtracit,Data Analyst,75000,2018-03-04,2018-09-01,Certified,Birmingham,Alabama,True
12550,Azumio,Data Analyst,75000,2018-03-05,2018-09-01,Certified,Palo Alto,California,True
12551,Jpmorgan Chase & Co,Data Analyst,75000,2018-03-19,2018-09-16,Certified,New York,New York,False
12552,Consumers Energy Company,Data Analyst,75000,2018-03-06,2018-09-01,Certified,Jackson,Michigan,True
12553,Sagatianz,Data Analyst,75000,2018-03-21,2018-09-03,Certified,Dallas,Texas,False
12554,First Republic Bank,Data Analyst,75000,2018-02-27,2018-08-27,Certified,San Francisco,California,False
12555,Omni Sourcing,Data Analyst,75000,2018-03-09,2018-09-08,Certified,Richardson,Texas,False
12556,Rent The Runway,Data Analyst,75000,2018-02-16,2018-08-14,Certified,New York,New York,True
12557,Rent The Runway,Data Analyst,75000,2018-02-16,2018-08-14,Certified,New York,New York,True
12558,Squillion Systems,Data Analyst,75046,2018-03-13,2018-03-20,Certified,Chicago,Illinois,False
12559,Adway Services,Data Analyst,75130,2019-03-18,2019-08-01,Certified,Princeton,New Jersey,True
12560,Adway Services,Data Analyst,75130,2019-03-18,2019-08-01,Certified,Princeton,New Jersey,True
12561,Mpg Operations,Data Analyst,75130,2019-03-07,2019-08-21,Certified,New York,New York,True
12562,Content Square,Data Analyst,75130,2019-03-12,2019-09-07,Certified,New York,New York,True
12563,Vertex Consulting  Dba: Vertex Group,Data Analyst,75150,2019-02-26,2019-03-05,Certified,Des Moines,Iowa,True
12564,Exlservicecom,Data Analyst,75234,2018-11-26,2018-11-27,Certified,Madison,Wisconsin,False
12565,Exlservicecom,Data Analyst,75234,2018-12-03,2018-12-10,Certified,Madison,Wisconsin,False
12566,E-Giants Technologies,Data Analyst,75234,2019-03-16,2019-09-11,Certified,Madison,Wisconsin,False
12567,Savantis Solutions,Data Analyst,75275,2019-05-23,2019-06-10,Certified,Milwaukee,Wisconsin,False
12568,Supplyshift,Data Analyst,75275,2019-03-13,2019-06-01,Certified,Santa Cruz,California,True
12569,Global Bankers Insurance Group,Data Analyst,75281,2020-03-10,2020-08-26,Certified,Durham,North Carolina,True
12570,Fedex Corporate Services,Data Analyst,75338,2019-01-18,2019-06-28,Certified,Memphis,Tennessee,False
12571,Fedex Corporate Services,Data Analyst,75338,2018-08-16,2018-09-01,Certified,Memphis,Tennessee,False
12572,Cogent Integrated Business Solutions,Data Analyst,75358,2019-12-10,2019-12-16,Certified,Bingham Farms,Michigan,True
12573,Cogent Integrated Business Solutions,Data Analyst,75358,2020-02-05,2020-02-10,Certified,Bingham Farms,Michigan,True
12574,Cogent Integrated Business Solutions,Data Analyst,75358,2020-06-21,2020-10-01,Certified,Bingham Farms,Michigan,True
12575,Lenovo (United States),Data Analyst,75358,2018-02-27,2018-08-22,Certified,Morrisville,North Carolina,True
12576,Fusion Plus Solutions,Data Analyst,75400,2018-06-01,2018-06-11,Certified,Kansas City,Missouri,False
12577,Applied Thought Auditors And Consultants,Data Analyst,75442,2019-03-22,2019-09-16,Certified,Richmond,Virginia,True
12578,Fast Switch,Data Analyst,75442,2018-03-23,2018-09-22,Certified,Columbus,Ohio,False
12579,Fast Switch,Data Analyst,75442,2018-03-08,2018-09-06,Certified,Columbus,Ohio,False
12580,Prometrics,Data Analyst,75462,2020-04-01,2020-09-23,Certified,King Of Prussia,Pennsylvania,True
12581,Prometrics,Data Analyst,75462,2020-04-01,2020-09-23,Certified,King Of Prussia,Pennsylvania,True
12582,Savvy It Group,Data Analyst,75462,2020-05-18,2020-10-01,Certified,Newark,Delaware,False
12583,Rutgers The State University Of New Jersey,Data Analyst,75475,2019-08-13,2019-08-15,Certified,Newark,New Jersey,True
12584,Compunnel Software Group,Data Analyst,75500,2020-06-08,2020-10-01,Certified,Philadelphia,Pennsylvania,False
12585,Sourceinfotech,Data Analyst,75504,2018-07-25,2018-07-25,Certified,Bethpage,New York,False
12586,Marketshare Partners,Data Analyst,75525,2018-03-14,2018-09-11,Certified,Los Angeles,California,True
12587,Infomerica,Data Analyst,75546,2020-04-13,2020-10-01,Certified,Houston,Texas,False
12588,Royal Technocrats,Data Analyst,75546,2020-06-22,2020-10-01,Certified,Houston,Texas,False
12589,Ahaapps,Data Analyst,75546,2019-03-18,2019-09-13,Certified,Richmond,Virginia,True
12590,Ahaapps,Data Analyst,75546,2019-03-18,2019-09-13,Certified,Richmond,Virginia,True
12591,Hillsoft Business Solutions,Data Analyst,75546,2019-03-19,2019-09-16,Certified,Richmond,Virginia,True
12592,Conduent State & Local Solutions,Data Analyst,75600,2019-03-15,2019-09-14,Certified,Staten Island,New York,True
12593,Global Data Mart,Data Analyst,75600,2018-09-11,2018-10-26,Certified,Richmond,Virginia,False
12594,Cogent Integrated Business Solutions,Data Analyst,75608,2019-03-17,2019-09-16,Certified,Bingham Farms,Michigan,True
12595,Renee Systems,Data Analyst,75629,2019-03-13,2019-08-20,Certified,Paoli,Pennsylvania,False
12596,Illumina,Data Analyst,75629,2019-02-13,2019-08-06,Certified,San Diego,California,True
12597,Motorola Solutions,Data Analyst,75650,2020-06-10,2020-10-01,Certified,Schaumburg,Illinois,True
12598,Neo Prism Solutions,Data Analyst,75670,2018-03-17,2018-09-16,Certified,Montgomery,Illinois,False
12599,Neo Prism Solutions,Data Analyst,75670,2018-03-16,2018-09-15,Certified,Sunnyvale,California,False
12600,Neo Prism Solutions,Data Analyst,75670,2018-03-17,2018-09-16,Certified,Cleveland,Ohio,False
12601,Ventois,Data Analyst,75670,2018-03-05,2018-09-03,Certified,Charlotte,North Carolina,False
12602,Ventois,Data Analyst,75670,2018-03-05,2018-09-03,Certified,Charlotte,North Carolina,False
12603,Hair Direct,Data Analyst,75700,2018-01-31,2018-08-01,Certified,Lancaster,Pennsylvania,True
12604,Hair Direct,Data Analyst,75700,2018-03-02,2018-08-01,Certified,Lancaster,Pennsylvania,True
12605,Fusion Plus Solutions,Data Analyst,75700,2018-02-21,2018-03-05,Certified,Charlotte,North Carolina,False
12606,Moxie It Solutions,Data Analyst,75715,2020-02-25,2020-02-27,Certified,Ashburn,Virginia,True
12607,Unified Tech Group,Data Analyst,75733,2018-06-12,2018-11-13,Certified,Cincinnati,Ohio,True
12608,Slk America,Data Analyst,75733,2018-02-02,2018-02-02,Certified,Symmes Township,Ohio,False
12609,Dci Consulting Group,Data Analyst,75750,2019-10-03,2019-10-07,Certified,Houston,Texas,True
12610,Siemens Corporation,Data Analyst,75750,2018-03-23,2018-09-18,Certified,Iselin,New Jersey,True
12611,Unified Tech Group,Data Analyst,75795,2018-03-06,2018-08-21,Certified,Detroit,Michigan,True
12612,Nic Info Tek,Data Analyst,75837,2019-08-22,2019-10-30,Certified,Rolling Meadows,Illinois,False
12613,Nic Info Tek,Data Analyst,75837,2019-02-11,2019-06-21,Certified,Rolling Meadows,Illinois,False
12614,Advithri Technologies,Data Analyst,75837,2019-03-03,2019-09-01,Certified,Chicago,Illinois,True
12615,Financial Recovery Group,Data Analyst,75900,2018-01-06,2018-01-15,Certified,Sunrise,Florida,True
12616,Crain Communications,Data Analyst,75900,2018-02-28,2018-08-29,Certified,New York,New York,True
12617,Publishers Clearing House,Data Analyst,75900,2018-03-12,2018-09-08,Certified,Jericho,New York,True
12618,Caliper Management,Data Analyst,75949,2019-03-04,2019-08-20,Certified,Princeton,New Jersey,True
12619,Globalsync,Data Analyst,75962,2020-05-07,2020-09-01,Certified,Austin,Texas,True
12620,Nortech North America,Data Analyst,76000,2019-11-05,2019-11-05,Certified,Herndon,Virginia,True
12621,Engineering Technology Associates,Data Analyst,76000,2020-05-20,2020-10-01,Certified,Dearborn,Michigan,False
12622,P2P Softtek,Data Analyst,76000,2019-03-13,2019-09-09,Certified,Henrico,Virginia,True
12623,Inovalon,Data Analyst,76000,2018-12-19,2019-01-29,Certified,Herndon,Virginia,False
12624,Nuanza,Data Analyst,76000,2019-08-21,2019-10-30,Certified,Rolling Meadows,Illinois,True
12625,Grenza,Data Analyst,76000,2019-03-19,2019-09-01,Certified,Houston,Texas,False
12626,Grenza,Data Analyst,76000,2019-03-19,2019-09-01,Certified,Houston,Texas,False
12627,Nuanza,Data Analyst,76000,2019-02-01,2019-06-27,Certified,Rolling Meadows,Illinois,True
12628,Medical Decision Logic,Data Analyst,76000,2018-09-12,2018-09-30,Certified,Owings Mills,Maryland,True
12629,Logicatechinc,Data Analyst,76000,2018-07-04,2018-07-09,Certified,Richmond,Virginia,True
12630,Protocol Infotech  Duns# 830803735,Data Analyst,76000,2018-01-17,2018-01-22,Certified,Los Angeles,California,False
12631,Neo Prism Solutions,Data Analyst,76000,2018-03-16,2018-09-15,Certified,Warren,Michigan,False
