,name,title,base_salary,submit_date,start_date,status,city,state,small_company
0,Emritsolutions,Analyst,49340,2019-06-19,2019-07-01,Certified,Warsaw,Indiana,True
1,Mergermarket (Us),Analyst,52740,2020-04-15,2020-09-01,Certified,New York,New York,False
2,Mergermarket (Us),Analyst,52740,2020-05-01,2020-09-01,Certified,New York,New York,False
3,Altfest Personal Wealth Management,Analyst,53000,2018-03-12,2018-09-11,Certified,New York,New York,False
4,Rizontek,Analyst,54000,2020-05-06,2020-10-01,Certified,Austin,Texas,False
5,Rizontek,Analyst,54000,2020-05-14,2020-10-01,Certified,Austin,Texas,False
6,Rizontek,Analyst,54000,2019-02-15,2019-08-17,Certified,Syracuse,New York,False
7,Noise Consulting Group,Analyst,56000,2020-05-11,2020-10-01,Certified,Waltham,Massachusetts,True
8,Rizontek,Analyst,56000,2019-02-14,2019-08-16,Certified,Austin,Texas,False
9,Turnberry Solutions,Analyst,56020,2019-11-05,2020-01-01,Certified,Malvern,Pennsylvania,False
10,Turnberry Solutions,Analyst,56600,2020-09-03,2021-01-01,Certified,Malvern,Pennsylvania,False
11,Pride Technologies,Analyst,58500,2020-04-20,2020-10-01,Certified,New York,New York,True
12,Datasync,Analyst,60140,2020-09-14,2020-10-01,Certified,Cary,North Carolina,False
13,Elixir Technical Consulting,Analyst,61700,2019-03-29,2019-09-15,Certified,Boston,Massachusetts,True
14,Rizontek,Analyst,62000,2019-05-13,2019-05-20,Certified,Sacramento,California,False
15,Business Intelligence Systems,Analyst,65000,2018-03-23,2018-09-20,Certified,Plano,Texas,False
16,Noise Consulting Group,Analyst,66000,2020-06-01,2020-10-01,Certified,Waltham,Massachusetts,True
17,Kelly Services,Analyst,66000,2019-03-08,2019-09-03,Certified,Allen Park,Michigan,False
18,Kelly Services,Analyst,66000,2018-03-21,2018-09-17,Certified,Allen Park,Michigan,False
19,Discovery Wholesale,Analyst,66900,2020-07-10,2020-07-30,Certified,Cypress,Texas,True
20,Flat World Partners,Analyst,67000,2018-03-22,2018-09-21,Certified,New York,New York,True
21,Msx Americas,Analyst,69980,2018-03-20,2018-09-01,Certified,Dearborn,Michigan,False
22,Msx Americas,Analyst,69980,2018-03-20,2018-09-01,Certified,Dearborn,Michigan,False
23,Competition Dynamics,Analyst,70720,2020-08-04,2020-08-31,Certified,Irvine,California,True
24,Mckinsey & Company  United States,Analyst,71420,2018-02-21,2018-08-15,Certified,Atlanta,Georgia,False
25,Business Intelligence Systems,Analyst,72000,2018-03-15,2018-09-13,Certified,Plano,Texas,False
26,Elixir Technical Consulting,Analyst,75640,2019-03-29,2019-09-15,Certified,Boston,Massachusetts,True
27,Msx Americas,Analyst,75840,2018-02-01,2018-06-23,Certified,Dearborn,Michigan,False
28,Meritek,Analyst,79500,2018-03-26,2018-09-07,Certified,West Chester,Pennsylvania,True
29,Emritsolutions,Analyst,81960,2018-05-21,2018-05-28,Certified,Waltham,Massachusetts,True
30,Meixin Group,Analyst,82280,2020-08-28,2020-10-01,Certified,Santa Clara,California,True
31,Msx International Staffing,Analyst,82820,2019-03-18,2019-09-01,Certified,Dearborn,Michigan,True
32,Msx Americas,Analyst,82820,2018-03-29,2018-09-01,Certified,Dearborn,Michigan,False
33,Msx Americas,Analyst,82820,2018-03-21,2018-09-01,Certified,Dearborn,Michigan,False
34,Revereit,Analyst,83520,2019-04-20,2019-04-29,Certified,Santa Monica,California,False
35,Mcelroy Manufacturing,Analyst,84540,2018-03-13,2018-09-07,Certified,Tulsa,Oklahoma,True
36,Casim,Analyst,86500,2018-03-09,2018-09-07,Certified,Sunnyvale,California,True
37,Meritek,Analyst,90000,2019-04-13,2019-06-17,Certified,Durham,North Carolina,True
38,Pride Technologies,Analyst,220000,2020-03-24,2020-03-30,Certified,New York,New York,True
39,Grizzly Research,Analyst,5000,2020-02-19,2020-03-02,Certified,King Of Prussia,Pennsylvania,True
40,Celerion,Analyst,27500,2018-03-22,2018-09-21,Certified,Lincoln,Nebraska,True
41,Deloitte Consulting Llp,Analyst,28184,2018-02-22,2018-02-28,Certified,Wappingers Falls,New York,False
42,Deloitte Consulting Llp,Analyst,34403,2019-03-18,2019-09-16,Certified,Sacramento,California,False
43,Deloitte Consulting Llp,Analyst,34403,2019-06-05,2019-06-12,Certified,Roseville,California,False
44,Quantum Spatial,Analyst,38459,2020-05-11,2020-10-01,Certified,Corvallis,Oregon,True
45,Tully & Holland,Analyst,38600,2018-03-12,2018-09-07,Certified,Boston,Massachusetts,True
46,Deloitte Consulting Llp,Analyst,38709,2019-03-02,2019-09-01,Certified,Boston,Massachusetts,False
47,Deloitte Consulting Llp,Analyst,38709,2019-03-04,2019-09-03,Certified,Boston,Massachusetts,False
48,Deloitte Consulting Llp,Analyst,38709,2019-03-17,2019-09-16,Certified,Boston,Massachusetts,False
49,Institute For The Study Of War,Analyst,41000,2018-01-24,2018-02-27,Certified,Washington,District Of Columbia,True
50,Deloitte Consulting Llp,Analyst,42120,2018-08-16,2018-08-23,Certified,Chicago,Illinois,False
51,Deloitte Consulting Llp,Analyst,42806,2019-05-30,2019-06-06,Certified,Boston,Massachusetts,False
52,Mediavest Worldwide,Analyst,42900,2018-02-26,2018-08-21,Certified,New York,New York,True
53,Deloitte Consulting Llp,Analyst,43014,2018-01-04,2018-01-10,Certified,Springfield,Illinois,False
54,Doral Capital Corporation,Analyst,43638,2020-03-11,2020-08-27,Certified,Philadelphia,Pennsylvania,True
55,Deloitte Services Lp,Analyst,43638,2020-03-30,2020-08-19,Certified,Atlanta,Georgia,False
56,Deloitte Consulting Llp,Analyst,43763,2019-03-04,2019-08-29,Certified,Atlanta,Georgia,False
57,Deloitte Consulting Llp,Analyst,43763,2019-03-18,2019-09-13,Certified,Atlanta,Georgia,False
58,Deloitte Consulting Llp,Analyst,43763,2019-03-02,2019-09-01,Certified,Atlanta,Georgia,False
59,Deloitte Consulting Llp,Analyst,43763,2019-03-04,2019-09-03,Certified,Atlanta,Georgia,False
60,Deloitte Consulting Llp,Analyst,43763,2019-03-18,2019-09-17,Certified,Cleveland,Ohio,False
61,Deloitte Consulting Llp,Analyst,43763,2018-11-01,2018-11-08,Certified,Atlanta,Georgia,False
62,Deloitte Consulting Llp,Analyst,43846,2019-03-13,2019-09-12,Certified,Los Angeles,California,False
63,Deloitte Consulting Llp,Analyst,43992,2019-03-02,2019-09-01,Certified,Chicago,Illinois,False
64,Deloitte Consulting Llp,Analyst,43992,2019-03-06,2019-09-05,Certified,Chicago,Illinois,False
65,Deloitte Consulting Llp,Analyst,43992,2019-06-26,2019-07-03,Certified,Chicago,Illinois,False
66,Deloitte Consulting Llp,Analyst,43992,2018-11-15,2018-11-22,Certified,Chicago,Illinois,False
67,Deloitte Consulting Llp,Analyst,44096,2019-03-20,2019-09-19,Certified,West Haven,Connecticut,False
68,Deloitte Consulting Llp,Analyst,44658,2018-05-03,2018-05-10,Certified,Brookline,Massachusetts,False
69,Blackrock Financial Management,Analyst,44741,2020-05-22,2020-10-01,Certified,Atlanta,Georgia,False
70,Hss,Analyst,45000,2018-03-14,2018-09-01,Certified,Montgomery,Alabama,True
71,Macquarie America Services,Analyst,45000,2018-01-18,2018-01-22,Certified,Houston,Texas,False
72,Deloitte Consulting Llp,Analyst,45594,2019-07-22,2019-07-29,Certified,Atlanta,Georgia,False
73,Goldman Sachs & Co,Analyst,46000,2018-01-02,2018-06-21,Certified,Salt Lake City,Utah,False
74,Deloitte Consulting Llp,Analyst,46155,2019-02-21,2019-02-28,Certified,Wyoming,Michigan,False
75,Deloitte Consulting Llp,Analyst,46176,2019-02-28,2019-08-25,Certified,Louisville,Kentucky,False
76,Deloitte Consulting Llp,Analyst,46176,2019-03-15,2019-09-07,Certified,Louisville,Kentucky,False
77,Deloitte Consulting Llp,Analyst,46176,2019-02-19,2019-02-26,Certified,Greensboro,North Carolina,False
78,Deloitte Consulting Llp,Analyst,46259,2018-11-15,2018-11-22,Certified,Mason,Ohio,False
79,Blackrock Financial Management,Analyst,46259,2018-03-13,2018-09-08,Certified,New York,New York,False
80,Blackrock Fund Advisors,Analyst,46675,2018-03-27,2018-08-29,Certified,Getzville,New York,False
81,Blackrock Fund Advisors,Analyst,46675,2018-03-07,2018-08-26,Certified,Getzville,New York,False
82,Db Usa Core Corporation,Analyst,46761,2019-02-26,2019-08-06,Certified,Jacksonville,Florida,False
83,Deloitte Consulting Llp,Analyst,46842,2018-03-19,2018-09-12,Certified,Chicago,Illinois,False
84,Deloitte Consulting Llp,Analyst,46842,2018-03-19,2018-09-12,Certified,Chicago,Illinois,False
85,Deloitte Consulting Llp,Analyst,46904,2019-03-25,2019-09-18,Certified,Phoenix,Arizona,False
86,Covenant Review,Analyst,46987,2018-03-30,2018-08-24,Certified,New York,New York,True
87,Goldman Sachs Bank Usa,Analyst,47000,2019-03-12,2019-08-20,Certified,Draper,Utah,False
88,Leveltek Processing,Analyst,47091,2019-03-20,2019-09-15,Certified,Benwood,West Virginia,True
89,Deloitte Consulting Llp,Analyst,47341,2019-03-05,2019-09-04,Certified,New York,New York,False
90,City Of Kansas City Missouri,Analyst,47484,2020-09-10,2020-10-01,Certified,Kansas City,Missouri,True
91,Deloitte Consulting Llp,Analyst,47570,2018-08-20,2018-08-27,Certified,Lansing,Michigan,False
92,Deloitte Consulting Llp,Analyst,47611,2019-06-25,2019-07-02,Certified,Estero,Florida,False
93,Deloitte Consulting Llp,Analyst,47736,2018-12-02,2018-12-09,Certified,Salem,Ohio,False
94,Blackrock Capital Management,Analyst,47840,2018-03-08,2018-08-18,Certified,Wilmington,Delaware,False
95,Blackrock Capital Management,Analyst,47840,2018-03-14,2018-08-14,Certified,Wilmington,Delaware,False
96,Blackrock Capital Management,Analyst,47840,2018-04-19,2018-09-19,Certified,Wilmington,Delaware,False
97,Blackrock Capital Management,Analyst,47840,2018-03-21,2018-08-28,Certified,Wilmington,Delaware,False
98,Blackrock Capital Management,Analyst,47840,2018-03-15,2018-08-14,Certified,Wilmington,Delaware,False
99,Blackrock Financial Management,Analyst,47902,2019-06-04,2019-06-20,Certified,Wilmington,Delaware,False
100,Deloitte Services Lp,Analyst,47965,2019-03-13,2019-08-30,Certified,Boca Raton,Florida,False
101,Db Usa Core Corporation,Analyst,48000,2020-01-30,2020-07-29,Certified,Jacksonville,Florida,False
102,The Ayco Company Lp A Goldman Sachs Company,Analyst,48000,2020-05-07,2020-10-01,Certified,Latham,New York,False
103,The Ayco Company Lp A Goldman Sachs Company,Analyst,48000,2020-05-07,2020-10-01,Certified,Cohoes,New York,False
104,The Ayco Company Lp A Goldman Sachs Company,Analyst,48000,2020-06-01,2020-09-15,Certified,Latham,New York,False
105,Goldman Sachs Services,Analyst,48000,2019-03-12,2019-08-18,Certified,Salt Lake City,Utah,False
106,Goldman Sachs & Co,Analyst,48000,2018-02-15,2018-08-14,Certified,Salt Lake City,Utah,False
107,Goldman Sachs & Co,Analyst,48000,2018-03-19,2018-09-15,Certified,Salt Lake City,Utah,False
108,Goldman Sachs & Co,Analyst,48000,2018-03-12,2018-09-04,Certified,Salt Lake City,Utah,False
109,Goldman Sachs & Co,Analyst,48000,2018-03-21,2018-09-11,Certified,Salt Lake City,Utah,False
110,Goldman Sachs & Co,Analyst,48000,2018-03-16,2018-09-05,Certified,Salt Lake City,Utah,False
111,Goldman Sachs & Co,Analyst,48000,2018-03-13,2018-09-10,Certified,Salt Lake City,Utah,False
112,Goldman Sachs & Co,Analyst,48000,2018-03-13,2018-09-05,Certified,Salt Lake City,Utah,False
113,Goldman Sachs & Co,Analyst,48000,2018-03-14,2018-08-17,Certified,Dallas,Texas,False
114,Goldman Sachs & Co,Analyst,48000,2018-03-14,2018-08-05,Certified,Salt Lake City,Utah,False
115,Goldman Sachs Services,Analyst,48000,2018-03-23,2018-09-05,Certified,Salt Lake City,Utah,False
116,Deloitte Consulting Llp,Analyst,48318,2018-03-19,2018-09-12,Certified,Bentonville,Arkansas,False
117,Deloitte Consulting Llp,Analyst,48422,2018-03-27,2018-09-20,Certified,Cedar Rapids,Iowa,False
118,Deloitte Consulting Llp,Analyst,48485,2019-03-13,2019-09-12,Certified,Austin,Texas,False
119,Deloitte Consulting Llp,Analyst,48485,2019-03-14,2019-09-12,Certified,Austin,Texas,False
120,Deloitte Consulting Llp,Analyst,48859,2018-09-20,2018-09-27,Certified,Pittsburgh,Pennsylvania,False
121,Institutional Shareholder Services,Analyst,49000,2019-03-11,2019-08-01,Certified,Norman,Oklahoma,True
122,Institutional Shareholder Services,Analyst,49000,2019-03-21,2019-08-01,Certified,Norman,Oklahoma,True
123,Transunion,Analyst,49150,2019-02-12,2019-08-14,Certified,Chicago,Illinois,False
124,Information Resources,Analyst,49338,2018-08-02,2018-09-23,Certified,Chicago,Illinois,False
125,Deloitte Consulting Llp,Analyst,49483,2019-03-15,2019-09-14,Certified,Miami,Florida,False
126,Goldman Sachs & Co,Analyst,49500,2020-01-16,2020-07-15,Certified,Dallas,Texas,False
127,Goldman Sachs & Co,Analyst,49500,2019-02-07,2019-08-06,Certified,Dallas,Texas,False
128,Goldman Sachs Services,Analyst,49500,2019-02-12,2019-08-12,Certified,Dallas,Texas,False
129,Goldman Sachs Services,Analyst,49500,2019-02-19,2019-08-18,Certified,Dallas,Texas,False
130,Goldman Sachs Services,Analyst,49500,2019-03-08,2019-08-01,Certified,Dallas,Texas,False
131,Goldman Sachs Services,Analyst,49500,2019-02-21,2019-08-09,Certified,Dallas,Texas,False
132,Goldman Sachs Services,Analyst,49500,2019-02-19,2019-08-18,Certified,Dallas,Texas,False
133,Goldman Sachs Services,Analyst,49500,2019-03-01,2019-08-12,Certified,Dallas,Texas,False
134,Goldman Sachs Services,Analyst,49500,2019-03-08,2019-08-01,Certified,Dallas,Texas,False
135,Goldman Sachs Services,Analyst,49500,2019-03-11,2019-08-18,Certified,Dallas,Texas,False
136,Goldman Sachs Services,Analyst,49500,2019-03-11,2019-09-09,Certified,Dallas,Texas,False
137,Goldman Sachs Services,Analyst,49500,2018-03-09,2018-09-01,Certified,Dallas,Texas,False
138,Goldman Sachs Services,Analyst,49500,2018-03-25,2018-08-31,Certified,Dallas,Texas,False
139,Goldman Sachs Services,Analyst,49500,2018-03-14,2018-07-25,Certified,Dallas,Texas,False
140,Deloitte Consulting Llp,Analyst,49525,2018-03-28,2018-04-03,Certified,Atlanta,Georgia,False
141,Blackrock Financial Management,Analyst,49754,2019-03-06,2019-09-05,Certified,Seattle,Washington,False
142,Vnc Communications  D/B/A Performics,Analyst,49800,2018-02-24,2018-08-21,Certified,Chicago,Illinois,True
143,Deloitte Services Lp,Analyst,49858,2019-02-21,2019-08-08,Certified,Hermitage,Tennessee,False
144,Deloitte Services Lp,Analyst,49858,2019-02-21,2019-08-15,Certified,Hermitage,Tennessee,False
145,Deloitte Services Lp,Analyst,49858,2019-03-01,2019-08-21,Certified,Hermitage,Tennessee,False
146,Deloitte Services Lp,Analyst,49858,2019-03-06,2019-08-23,Certified,Hermitage,Tennessee,False
147,Deloitte Services Lp,Analyst,49858,2019-03-13,2019-08-30,Certified,Hermitage,Tennessee,False
148,Goldman Sachs Services,Analyst,49900,2020-02-25,2020-08-26,Certified,Dallas,Texas,False
149,Goldman Sachs & Co,Analyst,49900,2020-02-28,2020-08-29,Certified,Dallas,Texas,False
150,Goldman Sachs Services,Analyst,49900,2020-03-27,2020-09-26,Certified,Dallas,Texas,False
151,The Ayco Company Lp A Goldman Sachs Company,Analyst,49900,2020-05-06,2020-09-15,Certified,Latham,New York,False
152,The Ayco Company Lp A Goldman Sachs Company,Analyst,49900,2020-05-07,2020-09-15,Certified,Latham,New York,False
153,Goldman Sachs Services,Analyst,49900,2020-05-08,2020-09-13,Certified,Dallas,Texas,False
154,The Ayco Company Lp A Goldman Sachs Company,Analyst,49900,2020-05-30,2020-09-15,Certified,Latham,New York,False
155,Goldman Sachs & Co,Analyst,49900,2018-02-22,2018-08-17,Certified,Salt Lake City,Utah,False
156,Goldman Sachs & Co,Analyst,49900,2018-02-16,2018-08-18,Certified,Salt Lake City,Utah,False
157,Goldman Sachs & Co,Analyst,49900,2018-03-14,2018-06-28,Certified,Salt Lake City,Utah,False
158,Goldman Sachs & Co,Analyst,49900,2018-03-19,2018-09-13,Certified,Salt Lake City,Utah,False
159,Goldman Sachs Services,Analyst,49900,2018-03-15,2018-06-21,Certified,Salt Lake City,Utah,False
160,Goldman Sachs & Co,Analyst,49900,2018-02-27,2018-06-21,Certified,Salt Lake City,Utah,False
161,Goldman Sachs & Co,Analyst,49900,2018-01-30,2018-07-30,Certified,Salt Lake City,Utah,False
162,Goldman Sachs & Co,Analyst,49900,2018-02-15,2018-08-14,Certified,Salt Lake City,Utah,False
163,Goldman Sachs & Co,Analyst,49900,2018-03-05,2018-07-30,Certified,Salt Lake City,Utah,False
164,Deloitte Consulting Llp,Analyst,49920,2019-06-28,2019-07-05,Certified,Atlanta,Georgia,False
165,Deloitte Consulting Llp,Analyst,49962,2018-11-15,2018-11-22,Certified,Mason,Ohio,False
166,Rialto Capital Advisors,Analyst,50000,2019-12-09,2019-12-10,Certified,Miami,Florida,True
167,Goldman Sachs & Co,Analyst,50000,2019-12-19,2020-06-10,Certified,Salt Lake City,Utah,False
168,Goldman Sachs Bank Usa,Analyst,50000,2019-12-20,2020-06-09,Certified,Dallas,Texas,False
169,Goldman Sachs & Co,Analyst,50000,2019-12-20,2020-06-02,Certified,Salt Lake City,Utah,False
170,Goldman Sachs & Co,Analyst,50000,2019-12-20,2020-06-07,Certified,Salt Lake City,Utah,False
171,Goldman Sachs & Co,Analyst,50000,2019-12-24,2020-06-20,Certified,Salt Lake City,Utah,False
172,Goldman Sachs & Co,Analyst,50000,2019-12-26,2020-06-20,Certified,Salt Lake City,Utah,False
173,Goldman Sachs & Co,Analyst,50000,2019-12-26,2020-06-20,Certified,Salt Lake City,Utah,False
174,Goldman Sachs & Co,Analyst,50000,2020-01-03,2020-06-20,Certified,Salt Lake City,Utah,False
175,Goldman Sachs & Co,Analyst,50000,2020-01-08,2020-07-01,Certified,Salt Lake City,Utah,False
176,Goldman Sachs & Co,Analyst,50000,2020-01-10,2020-07-01,Certified,Salt Lake City,Utah,False
177,Goldman Sachs & Co,Analyst,50000,2020-01-10,2020-07-10,Certified,Salt Lake City,Utah,False
178,Goldman Sachs & Co,Analyst,50000,2020-01-10,2020-07-10,Certified,Salt Lake City,Utah,False
179,Goldman Sachs & Co,Analyst,50000,2020-01-14,2020-07-01,Certified,Salt Lake City,Utah,False
180,Goldman Sachs & Co,Analyst,50000,2020-01-17,2020-07-14,Certified,Salt Lake City,Utah,False
181,Goldman Sachs & Co,Analyst,50000,2020-01-23,2020-07-16,Certified,Salt Lake City,Utah,False
182,Goldman Sachs & Co,Analyst,50000,2020-01-24,2020-07-14,Certified,Salt Lake City,Utah,False
183,Goldman Sachs & Co,Analyst,50000,2020-02-11,2020-08-12,Certified,Salt Lake City,Utah,False
184,Goldman Sachs Services,Analyst,50000,2020-02-14,2020-08-13,Certified,Salt Lake City,Utah,False
185,Goldman Sachs & Co,Analyst,50000,2020-02-16,2020-07-14,Certified,Salt Lake City,Utah,False
186,Goldman Sachs & Co,Analyst,50000,2020-02-18,2020-08-17,Certified,Dallas,Texas,False
187,Goldman Sachs & Co,Analyst,50000,2020-02-19,2020-08-19,Certified,Salt Lake City,Utah,False
188,Ipsos America,Analyst,50000,2020-02-20,2020-08-21,Certified,New York,New York,True
189,Goldman Sachs & Co,Analyst,50000,2020-02-20,2020-08-17,Certified,Dallas,Texas,False
190,Goldman Sachs & Co,Analyst,50000,2020-02-21,2020-08-15,Certified,Salt Lake City,Utah,False
191,Goldman Sachs & Co,Analyst,50000,2020-02-21,2020-08-19,Certified,Salt Lake City,Utah,False
192,Goldman Sachs & Co,Analyst,50000,2020-02-24,2020-08-21,Certified,Salt Lake City,Utah,False
193,Goldman Sachs & Co,Analyst,50000,2020-02-24,2020-08-24,Certified,Salt Lake City,Utah,False
194,Db Usa Core Corporation,Analyst,50000,2020-02-27,2020-08-25,Certified,Jacksonville,Florida,False
195,Goldman Sachs & Co,Analyst,50000,2020-03-11,2020-09-05,Certified,Dallas,Texas,False
196,Goldman Sachs Services,Analyst,50000,2020-03-12,2020-08-15,Certified,Salt Lake City,Utah,False
197,Investar Financial Corporation,Analyst,50000,2020-03-20,2020-09-01,Certified,Irving,Texas,True
198,Goldman Sachs & Co,Analyst,50000,2020-03-26,2020-09-13,Certified,Salt Lake City,Utah,False
199,Goldman Sachs & Co,Analyst,50000,2020-03-26,2020-09-23,Certified,Salt Lake City,Utah,False
200,Goldman Sachs & Co,Analyst,50000,2020-03-30,2020-09-01,Certified,Dallas,Texas,False
201,Goldman Sachs & Co,Analyst,50000,2020-03-30,2020-09-01,Certified,Salt Lake City,Utah,False
202,Hamilton Place Strategies,Analyst,50000,2020-04-13,2020-10-01,Certified,Washington,District Of Columbia,True
203,Goldman Sachs & Co,Analyst,50000,2020-04-14,2020-10-01,Certified,Salt Lake City,Utah,False
204,Goldman Sachs Services,Analyst,50000,2020-05-01,2020-10-01,Certified,Salt Lake City,Utah,False
205,The Ayco Company Lp A Goldman Sachs Company,Analyst,50000,2020-05-07,2020-10-01,Certified,Latham,New York,False
206,Goldman Sachs & Co,Analyst,50000,2020-05-11,2020-10-01,Certified,Dallas,Texas,False
207,Goldman Sachs & Co,Analyst,50000,2020-05-19,2020-10-01,Certified,Salt Lake City,Utah,False
208,Goldman Sachs & Co,Analyst,50000,2020-06-16,2020-08-01,Certified,Salt Lake City,Utah,False
209,Goldman Sachs & Co,Analyst,50000,2020-09-18,2020-10-01,Certified,Salt Lake City,Utah,False
210,Goldman Sachs & Co,Analyst,50000,2020-09-22,2020-10-01,Certified,Salt Lake City,Utah,False
211,The Ayco Company Lp A Goldman Sachs Company,Analyst,50000,2018-12-10,2019-01-01,Certified,Saratoga Springs,New York,False
212,Sizmek Technologies,Analyst,50000,2018-11-26,2018-12-01,Certified,New York,New York,True
213,Goldman Sachs Bank Usa,Analyst,50000,2019-02-06,2019-08-08,Certified,Salt Lake City,Utah,False
214,Goldman Sachs & Co,Analyst,50000,2019-02-11,2019-08-01,Certified,Salt Lake City,Utah,False
215,Goldman Sachs & Co,Analyst,50000,2019-03-21,2019-08-14,Certified,Salt Lake City,Utah,False
216,Goldman Sachs Services,Analyst,50000,2019-02-20,2019-08-01,Certified,Salt Lake City,Utah,False
217,Goldman Sachs & Co,Analyst,50000,2019-02-21,2019-08-01,Certified,Salt Lake City,Utah,False
218,Goldman Sachs & Co,Analyst,50000,2019-03-08,2019-09-03,Certified,Salt Lake City,Utah,False
219,Goldman Sachs & Co,Analyst,50000,2019-03-07,2019-09-06,Certified,Salt Lake City,Utah,False
220,Goldman Sachs Bank Usa,Analyst,50000,2019-03-08,2019-09-02,Certified,Salt Lake City,Utah,False
221,Goldman Sachs & Co,Analyst,50000,2019-03-12,2019-09-10,Certified,Salt Lake City,Utah,False
222,Goldman Sachs & Co,Analyst,50000,2019-02-25,2019-08-24,Certified,Salt Lake City,Utah,False
223,Citco Fund Services (Usa),Analyst,50000,2019-03-26,2019-09-21,Certified,Charlotte,North Carolina,True
224,The Ayco Company Lp A Goldman Sachs Company,Analyst,50000,2019-03-20,2019-09-15,Certified,Atlanta,Georgia,False
225,Db Usa Core Corporation,Analyst,50000,2019-02-22,2019-08-20,Certified,Jacksonville,Florida,False
226,Goldman Sachs Services,Analyst,50000,2019-02-14,2019-08-01,Certified,Dallas,Texas,False
227,Goldman Sachs Services,Analyst,50000,2019-02-20,2019-08-01,Certified,Dallas,Texas,False
228,Goldman Sachs Services,Analyst,50000,2019-03-01,2019-08-01,Certified,Dallas,Texas,False
229,Goldman Sachs Services,Analyst,50000,2019-03-08,2019-08-01,Certified,Dallas,Texas,False
230,Quez Capital Interests,Analyst,50000,2018-11-06,2018-11-26,Certified,San Diego,California,True
231,Goldman Sachs & Co,Analyst,50000,2018-01-04,2018-07-06,Certified,Salt Lake City,Utah,False
232,The Ayco Company Lp A Goldman Sachs Company,Analyst,50000,2018-03-20,2018-08-30,Certified,Latham,New York,False
233,Goldman Sachs & Co,Analyst,50000,2018-02-23,2018-08-23,Certified,Salt Lake City,Utah,False
234,Goldman Sachs & Co,Analyst,50000,2018-03-16,2018-09-14,Certified,Salt Lake City,Utah,False
235,Goldman Sachs & Co,Analyst,50000,2018-03-01,2018-08-28,Certified,Salt Lake City,Utah,False
236,Starcom Mediavest Group,Analyst,50000,2018-02-26,2018-08-21,Certified,Chicago,Illinois,True
237,Harrens Lab,Analyst,50000,2018-03-09,2018-09-05,Certified,Hayward,California,True
238,Starcom Mediavest Group,Analyst,50000,2018-02-27,2018-08-21,Certified,Chicago,Illinois,True
239,Goldman Sachs & Co,Analyst,50000,2018-02-21,2018-08-15,Certified,Salt Lake City,Utah,False
240,Deloitte Consulting Llp,Analyst,50045,2018-03-27,2018-09-20,Certified,Mechanicsburg,Pennsylvania,False
241,Blackrock Financial Management,Analyst,50378,2020-02-24,2020-08-15,Certified,Atlanta,Georgia,False
242,Goldman Sachs Bank Usa,Analyst,50500,2019-10-30,2019-11-11,Certified,Salt Lake City,Utah,False
243,Goldman Sachs & Co,Analyst,50500,2019-02-07,2019-08-09,Certified,Salt Lake City,Utah,False
244,Goldman Sachs & Co,Analyst,50500,2019-02-27,2019-08-14,Certified,Salt Lake City,Utah,False
245,Goldman Sachs & Co,Analyst,50500,2019-02-19,2019-08-12,Certified,Salt Lake City,Utah,False
246,Goldman Sachs Bank Usa,Analyst,50500,2019-02-14,2019-08-08,Certified,Salt Lake City,Utah,False
247,Goldman Sachs Services,Analyst,50500,2019-02-19,2019-08-20,Certified,Salt Lake City,Utah,False
248,Goldman Sachs & Co,Analyst,50500,2019-02-19,2019-08-18,Certified,Salt Lake City,Utah,False
249,Goldman Sachs & Co,Analyst,50500,2019-02-19,2019-08-19,Certified,Salt Lake City,Utah,False
250,Goldman Sachs Services,Analyst,50500,2019-02-25,2019-08-22,Certified,Salt Lake City,Utah,False
251,Goldman Sachs & Co,Analyst,50500,2019-02-21,2019-08-23,Certified,Salt Lake City,Utah,False
252,Goldman Sachs Services,Analyst,50500,2019-02-27,2019-08-19,Certified,Salt Lake City,Utah,False
253,Goldman Sachs & Co,Analyst,50500,2019-02-25,2019-08-24,Certified,Salt Lake City,Utah,False
254,Goldman Sachs & Co,Analyst,50500,2019-03-06,2019-09-02,Certified,Salt Lake City,Utah,False
255,Goldman Sachs Services,Analyst,50500,2019-03-12,2019-09-02,Certified,Salt Lake City,Utah,False
256,Goldman Sachs & Co,Analyst,50500,2019-03-11,2019-09-09,Certified,Salt Lake City,Utah,False
257,Goldman Sachs & Co,Analyst,50500,2019-02-08,2019-08-05,Certified,Dallas,Texas,False
258,Goldman Sachs Services,Analyst,50500,2019-02-13,2019-08-13,Certified,Salt Lake City,Utah,False
259,Goldman Sachs & Co,Analyst,50500,2019-03-01,2019-08-26,Certified,Salt Lake City,Utah,False
260,Morgan Stanley Services Group,Analyst,50648,2018-02-21,2018-08-12,Certified,Baltimore,Maryland,False
261,Goldman Sachs Services,Analyst,50800,2020-02-15,2020-08-14,Certified,Dallas,Texas,False
262,Goldman Sachs Services,Analyst,50800,2020-03-11,2020-09-05,Certified,Dallas,Texas,False
263,Goldman Sachs Services,Analyst,50800,2020-05-07,2020-09-05,Certified,Dallas,Texas,False
264,Deloitte Services Lp,Analyst,50835,2019-03-06,2019-06-14,Certified,Austin,Texas,False
265,Deloitte Services Lp,Analyst,50835,2019-03-20,2019-06-02,Certified,Austin,Texas,False
266,Goldman Sachs & Co,Analyst,51000,2019-12-10,2020-06-10,Certified,Salt Lake City,Utah,False
